#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
23,"Born Again - Single Version","Newsboys",170,12A,91,2016-09-05,03:10,26,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Born Again: Miracles Edition",2011-01-01,37,0,0,40,0,10,-5,C♯/D♭ Minor,4,0KlG5BXUo7TwEmBLBiGu8d,USP1R1000498,no
24,"Miracles","Newsboys",136,12A,88,2016-09-05,03:00,13,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Born Again: Miracles Edition",2011-01-01,59,0,0,37,0,10,-6,C♯/D♭ Minor,4,5gFx3IoGCR753Kiqf8jYou,USP1R1000505,no
25,"Jesus Freak","Newsboys,KJ-52",208,4A,79,2016-09-05,04:05,17,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship, christian hip hop","Born Again: Miracles Edition",2011-01-01,37,0,0,56,0,30,-6,F Minor,4,0BJ4tfxCtFfVISbvc5SMav,USP1R1000509,no
26,"God's Not Dead (Like A Lion)","Newsboys",130,1B,91,2016-09-05,04:18,41,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","God's Not Dead",2011-01-01,52,0,0,61,0,20,-6,B Major,4,0eI19vR5WZ12fuYcEFUVkw,USP1R1100689,no
27,"Revelation Song","Newsboys",138,1B,90,2016-09-05,04:49,22,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","God's Not Dead",2011-01-01,58,0,0,38,0,30,-5,B Major,4,3wSYFqFuOV6p4yWnXh9ScW,USP1R1100681,no
28,"No Man Is an Island","Tenth Avenue North",97,1B,73,2016-09-05,04:16,39,"christian, ccm, worship, christian rock, christian pop, christian alternative rock","Cathedrals (Deluxe Edition)",2014-11-10,58,2,0,56,0,10,-9,B Major,4,2tOutzFrnYl5TqzLqlx4Vw,USA5W1400162,no
29,"Healing Begins","Tenth Avenue North",96,10B,58,2016-09-05,03:57,46,"christian, ccm, worship, christian rock, christian pop, christian alternative rock","The Light Meets The Dark",2010-05-10,54,1,0,28,0,10,-7,D Major,4,0PjyOURxQ6wiHaBYXf53G2,USA5W1000103,no
30,"Strong Enough To Save","Tenth Avenue North",130,12B,71,2016-09-05,03:12,38,"christian, ccm, worship, christian rock, christian pop, christian alternative rock","The Light Meets The Dark",2010-05-10,52,1,0,46,0,10,-6,E Major,4,5OrLCEfrPKBU7KqhhBoKFv,USA5W1000104,no
31,"Slow Fade","Casting Crowns",78,3B,49,2016-09-05,04:37,47,"christian, worship, ccm, christian rock, christian alternative rock, christian pop","The Altar and The Door",2007-08-28,46,5,0,13,0,10,-7,C♯/D♭ Major,4,3GkIRSRXThXbSfQTKcMApx,USA5W0700262,no
32,"Lifesong","Casting Crowns",112,3B,71,2016-09-05,05:16,52,"christian, worship, ccm, christian rock, christian alternative rock, christian pop","Lifesong",2005-08-30,47,0,0,13,0,10,-8,C♯/D♭ Major,4,5upa2GofaZrflJ5mW2y0OR,USA5W0501736,no
