#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
38,"Murder in the City","The Avett Brothers",106,5B,25,2024-10-21,03:12,51,"indie folk, folk, newgrass, americana, bluegrass, alt country, folk rock","The Second Gleam",2008-07-22,63,92,0,23,0,10,-11,D#/E♭ Major,4,3h5AZDf5z7D18plaLtHTfi,US4BW0800205,no
39,"Blood Moon","Josiah and the Bonnevilles,Josiah Leming,Brian Stanley",133,4B,40,2024-10-21,02:48,0,"","2022",2022-12-14,65,64,0,44,0,0,-10,G#/A♭ Major,4,7kUtL133QLx9R80ehfVOUs,TCAGE2209806,no
40,"Suit and Jacket","Judah & the Lion",164,6B,58,2024-10-21,03:42,57,"folk pop, christian folk","Folk Hop n' Roll (Deluxe)",2016-03-04,45,22,0,11,0,10,-9,A#/B♭ Major,4,3ILLqwupo1Aa6PBNXxV4ey,QMGSG1700002,no
41,"Riptide","Vance Joy",102,3B,73,2024-10-22,03:24,91,"folk pop","Dream Your Life Away (Deluxe Edition)",2014-08-05,48,44,0,48,0,10,-7,C♯/D♭ Major,4,2uXlHCUbq9OMUwx3hrk06o,AULI01385760,no
42,"Hold Back The River","James Bay",135,7B,72,2024-10-22,03:58,65,"","Chaos And The Calm (Deluxe Edition)",2014-12-15,72,5,0,51,0,0,-7,F Major,4,63lNvqjdrYxusz43JnORbE,USUM71413733,no
43,"I Remember Everything (feat. Kacey Musgraves)","Zach Bryan,Kacey Musgraves",78,8B,45,2024-10-22,03:47,88,"country, red dirt, ","Zach Bryan",2023-08-25,43,55,0,16,0,10,-8,C Major,4,4KULAymBBJcPRpk1yO4dOG,USWB12304903,no
44,"Belong Together","Mark Ambor",91,10B,67,2024-10-22,02:28,81,"","Rockwood",2024-08-16,65,49,0,64,0,20,-5,D Major,4,0rtDE9zfXbamTlRUSwY7zy,QM24S2400638,no
45,"All the Debts I Owe","Caamp",93,8B,48,2024-12-04,03:13,3,"indie folk, folk","Caamp",2016-03-08,46,75,0,47,0,10,-11,C Major,4,6gwMhuVPNWwFTTKHKRtJun,TCACM1659368,no
46,"26","Caamp",171,10B,34,2024-12-04,03:55,2,"indie folk, folk","26",2018-03-09,49,66,0,39,0,0,-13,D Major,4,1N811YTtLlW8N5ie5cPamm,GBKPL1800595,no
47,"She Lit a Fire","Lord Huron",85,8B,74,2024-12-04,04:30,69,"","Lonesome Dreams (Bonus Track Version)",2012-10-09,48,27,0,41,0,10,-7,C Major,4,45HL7sdHQP34lKIynwuU0x,US53Q1200035,no
48,"Orange Blossoms","GoldFord",150,8A,88,2025-01-17,03:12,13,"","Orange Blossoms",2024-10-30,68,37,0,59,10,10,-5,A Minor,4,3Xg2ZCPPKfWsj9W8cmLbHF,QZS7J2300070,no
49,"Ride the Storm","GoldFord",182,4A,68,2025-01-17,04:15,37,"","Ride the Storm",2021-04-29,43,5,0,54,0,10,-5,F Minor,3,6ScGvnnuv1Ag1oouYS8xLW,QM24S2102214,no
50,"Hypothermic","Goodnight, Texas",80,9A,46,2025-10-31,02:58,55,"southern gothic, bluegrass, outlaw country, americana, country blues","How Long Will It Take Them to Die",2022-01-21,59,12,18,31,0,10,-10,E Minor,4,0qjF1qVQ2L15hG2aZUAWeK,QMNFW2000015,no
